name,sku,description,category,observations,price,stock
"Desumidificador Original Floral Secar 180 g","0501650491","Marca: Secar. Categoria: Limpeza. Tipo: Aromatizadores e Ambiente. Embalagem: 180g. Desumidificador Original Floral Secar 180 g Secar LIMPEZA PURIFICADOR DE AR AROMATIZADOR DE AMBIENTE 180g Para Casa Limpeza Aromatizadores e Ambiente","Para Casa","EAN/GTIN: 7896013403500",11.90,1
"Desumidificador Original Lavanda Secar 180 g","9407340350","Marca: Secar. Categoria: Limpeza. Tipo: Aromatizadores e Ambiente. Embalagem: 180g. Desumidificador Original Lavanda Secar 180 g Secar LIMPEZA PURIFICADOR DE AR AROMATIZADOR DE AMBIENTE 180g Para Casa Limpeza Aromatizadores e Ambiente","Para Casa","EAN/GTIN: 7896013403524",11.90,3
"Detergente de Louças Coco Limpol 500 ml","2201180344","Marca: Limpol. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente de Louças Coco Limpol 500 ml Limpol LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7891022640007",2.99,3
"Detergente de Louças Limão Oeste 500 ml","0025050325","Marca: Oeste. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente de Louças Limão Oeste 500 ml Oeste LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7898247332106",2.69,24
"Detergente Lava-Louça Clear Oeste 500 ml","oeste.detergente.clear.500","Marca: Oeste. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louça Clear Oeste 500 ml Oeste LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7898247332113",2.69,3
"Detergente Lava-Louça Neutro Girando Sol 500 ml","3373270825","Marca: Girando Sol. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louça Neutro Girando Sol 500 ml Girando Sol LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7896404600655",2.89,8
"Detergente Lava-Louças Clear Minuano 500 ml","1420540671","Marca: Minuano. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louças Clear Minuano 500 ml Minuano LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7897664130043",2.90,1
"Detergente Lava-Louças Maçã Oeste 500 ml","0833530162","Marca: Oeste. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louças Maçã Oeste 500 ml Oeste LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7898247332083",2.69,10
"Detergente Lava-Louças Marine Oeste 500 ml","1705440266","Marca: Oeste. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louças Marine Oeste 500 ml Oeste LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7898247332076",2.69,10
"Detergente Lava-Louças Natural Girando Sol 500 ml","4154230012","Marca: Girando Sol. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louças Natural Girando Sol 500 ml Girando Sol LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7896404600587",2.89,6
"Detergente Lava-Louças Neutro Minuano 500 ml","3218300402","Marca: Minuano. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Lava-Louças Neutro Minuano 500 ml Minuano LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7897664130036",2.90,101
"Detergente Líquido Capim-Limão Ypê 500 ml","7896098902042","Marca: Ypê. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. O Detergente Líquido Ypê Capim-Limão 2L oferece alto poder desengordurante, removendo eficazmente sujeiras e gorduras. Sua fórmula com tensoativos biodegradáveis proporciona limpeza eficiente e é dermatologicamente testada, garantindo segurança para a pele. Além disso, possui tecnologia de Controle de Odor, neutralizando cheiros indesejados como peixe e alho, mantendo a frescura na cozinha.","Para Casa","EAN/GTIN: 7896098902042",2.99,6
"Detergente Líquido Neutro Ypê 500 ml","P498","Marca: Ypê. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente Líquido Neutro Ypê 500 ml Ypê LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7896098900208",2.89,120
"Detergente para Louças Coco Oeste 500 ml","1463920331","Marca: Oeste. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente para Louças Coco Oeste 500 ml Oeste LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7898247332120",2.69,10
"Detergente para Louças Cristal Limpol 500 ml","1451670755","Marca: Limpol. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente para Louças Cristal Limpol 500 ml Limpol LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7891022100372",2.99,4
"Detergente para Louças Maçã Limpol 500 ml","0728470759","Marca: Limpol. Categoria: Limpeza. Tipo: Detergentes. Embalagem: 500ml. Detergente para Louças Maçã Limpol 500 ml Limpol LIMPEZA DETERGENTE DETERGENTE DE LOUÇAS 500ml Para Casa Limpeza Detergentes","Para Casa","EAN/GTIN: 7891022639001",2.99,4
"Di Pomodoro Passata Tomate Nor Foods 680ml","P-JXHD","Marca: Di Pomodoro. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 680ml. Di Pomodoro Passata Tomate Nor Foods 680ml Di Pomodoro MACARRÃO E MOLHOS MACARRÃO MASSA SECA 680ml Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 7898964064328",24.90,3
"Doce Colonial de Banana Engenho Velho 400g","3944830591","Marca: Forno Velho. Categoria: Mercearia. Tipo: Chocolates e Doces. Embalagem: 400g. O doce colonial de banana da Engenho Velho é uma opção deliciosa para quem aprecia sabores autênticos. Ideal para ser consumido puro, acompanhado de queijos ou pães, ou ainda utilizado em sobremesas. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha prática e saborosa para qualquer ocasião.","Para Casa","EAN/GTIN: 7898307830566",15.90,3
"Doce de Coco Engenho Velho Classica 420g","P-BBYX","Marca: Forno Velho. Categoria: Mercearia. Tipo: Chocolates e Doces. Embalagem: 420g. O doce de coco da marca Engenho Velho é uma opção deliciosa para quem aprecia sobremesas tradicionais. Ideal para acompanhar pães e bolos, esse produto é uma ótima escolha para quem vive em Cuiabá e Várzea Grande. Experimente e traga um toque especial para suas refeições com a Dona Antônia.","Para Casa","EAN/GTIN: 7898307832485",26.90,2
"Doce de Figo Engenho Velho Clássica Figo 420g","P-4ZIJ","Marca: Forno Velho. Categoria: Mercearia. Tipo: Chocolates e Doces. Embalagem: 420g. O doce de figo da Engenho Velho é uma opção deliciosa para quem aprecia sabores tradicionais. Ideal para ser consumido como sobremesa ou acompanhado de queijos e pães, ele traz um toque especial às suas refeições. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é um produto artesanal que promete agradar a todos os paladares.","Para Casa","EAN/GTIN: 7898307833048",26.90,2
"Doce Pastoso com Leite Triangulo 400 g","P029d3","Marca: Triangulo. Categoria: Mercearia. Tipo: Chocolates e Doces. Embalagem: 400g. Doce Pastoso com Leite Triangulo 400 g Triangulo CHOCOLATES E DOCES CHOCOLATE CHOCOLATE EM BARRA E PACOTE 400g Para Casa Mercearia Chocolates e Doces","Para Casa","EAN/GTIN: 7896434920471",8.90,9
"Dove Sabonete Líquido Nutrio Profunda 250ml","15681163","Marca: Dove. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. Dove Sabonete Líquido Nutrio Profunda 250ml Dove SABONETE LÍQUIDO SABONETE LÍQUIDO 250ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891150063105",18.90,2
"Dove Shampoo Bond Repair 370ml","5582670036","Marca: Dove. Categoria: Cabelos. Tipo: Shampoo. Embalagem: 350ml. Dove Shampoo Bond Repair 370ml Dove SHAMPOO E CONDICIONADOR SHAMPOO SHAMPOO CAPILAR 350ml Para Você Cabelos Shampoo cabelo danificado cabelo fraco quebra dos fios fortalecer cabelo reparar danos","Para Você","EAN/GTIN: 7891150095588",23.90,7
"Drops Extra Forte Halls 27,5 g","P529","Marca: Halls. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 27,5g. Os Halls Drops Extra Forte são balas que proporcionam um sabor intenso e refrescante. Ideal para momentos em que você deseja um alívio imediato e um toque de frescor na sua rotina. Disponíveis na Dona Antônia, em Cuiabá e Várzea Grande, são perfeitas para levar na bolsa ou no bolso e ter sempre à mão.","Para Casa","EAN/GTIN: 78938816",2.50,10
"Drops Halls Melancia 28g","P531","Marca: Halls. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 28g. Os Halls Drops de Melancia são uma opção refrescante para quem busca um sabor frutado e agradável. Perfeitos para o dia a dia, esses drops podem ser consumidos a qualquer hora, proporcionando um alívio instantâneo e um toque de frescor. Disponíveis na Dona Antônia, em Cuiabá e Várzea Grande, são ideais para quem aprecia um doce saboroso e prático.","Para Casa","EAN/GTIN: 78938854",2.50,7
"Drops Halls Menta Lyptus 28g","P530","Marca: Halls. Categoria: Mercearia. Tipo: Balas e Chicletes. Embalagem: 28g. Os Halls Drops Menta Lyptus são balas refrescantes que proporcionam um alívio instantâneo para a garganta. Perfeitas para serem consumidas em qualquer momento do dia, elas são ideais para quem busca um sabor mentolado e refrescante. Disponíveis na Dona Antônia, em Cuiabá e Várzea Grande, essas balas são uma ótima opção para quem deseja um toque de frescor na rotina.","Para Casa","EAN/GTIN: 78938830",2.50,8
"Duralex Prato Nadir Astral Raso Unidade","363724F","Marca: Duralex. Categoria: Casa e Utilidades. Tipo: Cozinha. Embalagem: Unidade. Duralex Prato Nadir Astral Raso Unidade Duralex UTENSÍLIOS E UTILIDADES COZINHA COPOS, GARRAFAS E POTES Unidade Para Casa Casa e Utilidades Cozinha","Para Casa","EAN/GTIN: 17894993000235",5.90,24
"Elástico de Cabelo 100 un","P0130","Categoria: Cabelos. Tipo: Acessórios de Cabelo. Embalagem: 100 peças. Elástico de Cabelo 100 un BELEZA CABELO ACESSÓRIO DE CABELO 100 peças Para Você Cabelos Acessórios de Cabelo","Para Você","EAN/GTIN: 7908787427900",1.50,12
"Elástico de Cabelo de Elastano Borboleta 5 un","P354","Categoria: Cabelos. Tipo: Acessórios de Cabelo. Embalagem: 5 un. Elástico de Cabelo de Elastano Borboleta 5 un BELEZA CABELO ACESSÓRIO DE CABELO 5 un Para Você Cabelos Acessórios de Cabelo","Para Você","EAN/GTIN: 7908787427351",5.50,1
"Elgin Pilha Alcalina AAA 2un","P0265","Marca: Elgin. Categoria: Casa e Utilidades. Tipo: Utilidades Domésticas. Embalagem: Unidade. Elgin Pilha Alcalina AAA 2un Elgin UTENSÍLIOS E UTILIDADES CASA PILHAS E ACESSÓRIOS Unidade Para Casa Casa e Utilidades Utilidades Domésticas","Para Casa","EAN/GTIN: 7897013534201",5.99,6
"Elseve L’Oréal Paris Paris Liso dos Sonhos Condicionador 400ml","P-C2PA","Marca: Elseve. Categoria: Cabelos. Tipo: Condicionador. Embalagem: 400ml. Elseve L’Oréal Paris Paris Liso dos Sonhos Condicionador 400ml Elseve SHAMPOO E CONDICIONADOR CONDICIONADOR CONDICIONADOR CAPILAR 400ml Para Você Cabelos Condicionador cabelo liso cabelo alisado efeito liso reduzir volume","Para Você","EAN/GTIN: 7908785461609",29.90,3
"Enxaguante Bucal Above 500 ml","P30","Marca: Above. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. O Enxaguante Bucal Above é ideal para complementar a sua rotina de cuidados com a boca. Com uma fórmula eficaz, ele ajuda a eliminar bactérias e proporciona uma sensação de frescor duradouro. Disponível em Cuiabá e Várzea Grande, é uma escolha prática para quem busca saúde bucal.","Para Você","EAN/GTIN: 7899674038739",14.90,2
"Enxaguante Bucal Carmed Fini Minhocas 250ml","34293041","Marca: Cimed. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 250ml. Enxaguante Bucal Carmed Fini Minhocas 250ml Cimed HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 250ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7897947620735",18.90,1
"Enxaguante Bucal Fini Beijos Carmed 250 ml","34295471","Marca: Cimed. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 250ml. Enxaguante Bucal Fini Beijos Carmed 250 ml Cimed HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 250ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7897947620520",18.90,1
"Enxaguante Bucal Fresh Mint Colgate 500 ml","95871895","Marca: Colgate. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. Enxaguante Bucal Fresh Mint Colgate 500 ml Colgate HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 500ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7891024131183",18.90,3
"Enxaguante Bucal Ice Colgate 500 ml","95867987","Marca: Colgate. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. Enxaguante Bucal Ice Colgate 500 ml Colgate HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 500ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7891024136133",18.90,2
"Enxaguante Bucal Luminous White Carvão Colgate 500 ml","122657Q","Marca: Colgate. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. Enxaguante Bucal Luminous White Carvão Colgate 500 ml Colgate HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 500ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7509546666983",18.90,4
"Enxaguante Bucal Total 12 Antitártaro Colgate 500 ml","932517Y","Marca: Colgate. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. Enxaguante Bucal Total 12 Antitártaro Colgate 500 ml Colgate HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 500ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7891024027998",18.90,6
"Enxaguante Bucal Total 12 Gengiva Reforçada Colgate 500 ml","336749T","Marca: Colgate. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. Enxaguante Bucal Total 12 Gengiva Reforçada Colgate 500 ml Colgate HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 500ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7509546666990",18.90,2
"Enxaguante Bucal Total Carvão Ativado Colgate 500 ml","759551O","Marca: Colgate. Categoria: Higiene Pessoal. Tipo: Higiene Bucal. Embalagem: 500ml. Enxaguante Bucal Total Carvão Ativado Colgate 500 ml Colgate HIGIENE HIGIENE BUCAL ENXAGUANTE BUCAL 500ml Para Você Higiene Pessoal Higiene Bucal","Para Você","EAN/GTIN: 7509546686615",18.90,3
"Erva Terere Dumato Limão Rosa 500g","C0132","Marca: Dumato. Categoria: Mercearia. Tipo: Café. Embalagem: 500g. Erva Terere Dumato Limão Rosa 500g Dumato CAFÉ DA MANHÃ CAFÉ CAFÉ TORRADO E MOÍDO 500g Para Casa Mercearia Café","Para Casa","EAN/GTIN: 0040141566652",17.90,2
"Erva-doce Itapero 10 g","7895639000100","Marca: Itapero. Categoria: Mercearia. Tipo: Temperos. Embalagem: 10g. Erva Doce 10g, marca Lida Itapero, embalagem de 10g, EAN 7895639000100. Ingrediente: Erva doce em grãos. NÃO CONTÉM GLÚTEN.","Para Casa","EAN/GTIN: 7895639000100",1.89,10
"Escova de Banho Silicone Dispenser Color Unidade","P0136","Categoria: Higiene Pessoal. Tipo: Banho e Acessórios. Embalagem: Unidade. Escova de Banho Silicone Dispenser Color Unidade HIGIENE BANHO ACESSÓRIO DE BANHO Unidade Para Você Higiene Pessoal Banho e Acessórios","Para Você","EAN/GTIN: 8430422332298",8.90,1
"Escova de Cabelo Flex Candy Coral Ricca 1 un","7897517910853","Categoria: Cabelos. Tipo: Escovas e Pentes. Embalagem: CONTÉM 1 UNIDADE. A Escova Ricca Flex Candy Coral é ideal para desembaraçar todos os tipos de cabelo, secos ou molhados. Possui cerdas de dupla altura com pontas arredondadas que deslizam suavemente pelos fios, minimizando a quebra e evitando danos ao couro cabeludo. Seu design ergonômico proporciona conforto durante o uso diário.","Para Você","EAN/GTIN: 7897517910853",26.90,2
"Escova de Cabelo Marco Boni 1 un","P-I7WJ","Marca: Marco Boni. Categoria: Cabelos. Tipo: Escovas e Pentes. Embalagem: Unidade. A escova de cabelo Marco Boni é ideal para quem busca praticidade e eficiência na rotina de beleza. Com design pensado para facilitar o desembaraço e modelagem dos fios, ela é perfeita para uso diário. Disponível em Cuiabá e Várzea Grande, a escova é uma ótima opção para quem deseja cuidar dos cabelos com qualidade.","Para Você","EAN/GTIN: 7896025536425",23.90,2
"Escova de Cabelo Marco Boni Unidade","P-21QA","Marca: Marco Boni. Categoria: Cabelos. Tipo: Escovas e Pentes. Embalagem: Unidade. Escova de Cabelo Marco Boni Unidade Marco Boni BELEZA CABELO ESCOVA E PENTE DE CABELO Unidade Para Você Cabelos Escovas e Pentes","Para Você","EAN/GTIN: 7896025533356",22.90,2
"Escova de Cabelo Oval Almofadada Pink Ricca 1 un","7897517924270","Categoria: Cabelos. Tipo: Escovas e Pentes. Embalagem: 1 unidade. A escova de cabelo Ricca oval almofadada pink é ideal para desembaraçar todos os tipos de cabelo. Com base almofadada, proporciona uma escovação confortável e suas cerdas de nylon possuem pontas protetoras que massageiam o couro cabeludo. Em Cuiabá e Várzea Grande, a Dona Antônia oferece produtos que facilitam o cuidado com os cabelos.","Para Você","EAN/GTIN: 7897517924270",16.90,1
